Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL 
Rosularia_alpestris,Rosularia,Crassulaceae,H,3000,4725,,,,,3500,4300,3201,4725,3201,4725,3000,3200
Rosularia_rosulata,Rosularia,Crassulaceae,H,1500,3000,,,,,2900,2900,1500,3000,1500,3000,,
Rosularia_sedoides,Rosularia,Crassulaceae,H,2400,2800,,,,,,,2500,2800,,,2400,2700
Rotala_cordata,Rotala,Lythraceae,H,100,300,,,100,300,,,,,,,,
Rotala_densiflora,Rotala,Lythraceae,H,100,2700,NA,NA,,,1800,2700,,,NA,NA,400,1800
Rotala_mexicana,Rotala,Lythraceae,H,100,2500,,,100,2500,1400,1400,300,800,1000,1500,400,1400
Rotala_rotundifolia,Rotala,Lythraceae,H,100,2700,100,2700,100,2700,100,2300,300,2000,1200,1500,400,1850
Rotala_rubra,Rotala,Lythraceae,H,500,1000,,,,,500,1000,,,,,,
Rotheca_farinosa,Rotheca,Lamiaceae,T,100,1300,100,1300,,,,,,,,,,
Rotheca_serrata,Rotheca,Lamiaceae,T,100,1829,100,1500,100,1500,100,1600,300,1829,400,1500,,
Rothia_indica,Rothia,Fabaceae,T,100,100,,,,,,,300,400,,,,
Rottboellia_cochinchinensis,Rottboellia,Poaceae,H,100,1500,,,,,,,300,1500,,,,
Rotula_aquatica,Rotula,Boraginaceae,H,100,800,100,800,,,,,NA,NA,,,,
Rourea_minor,Rourea,Connaraceae,WC,100,1600,1500,1600,,,,,,,,,,
Roylea_cinerea,Roylea,Lamiaceae,S,500,3700,,,,,1200,3700,600,2000,500,1800,700,1800
Rubia_alata,Rubia,Rubiaceae,WC,,,,,,,NA,NA,,,,,,
Rubia_charifolia,Rubia,Rubiaceae,HC,100,1500,100,1500,100,1500,1200,1200,,,,,,
Rubia_cordifolia,Rubia,Rubiaceae,H,100,4000,2000,4000,2000,4000,2000,4000,762,2591,1500,3000,1700,1800
Rubia_edgeworthii,Rubia,Rubiaceae,H,1067,1067,,,,,,,1067,1067,,,,
Rubia_himalayensis,Rubia,Rubiaceae,H,,,,,,,,,,,NA,NA,,
Rubia_hispidicaulis,Rubia,Rubiaceae,H,1950,3050,1950,3050,1950,3050,,,,,,,,
Rubia_infundibularis,Rubia,Rubiaceae,H,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,
Rubia_manjith,Rubia,Rubiaceae,H,1150,3506,1150,2500,1150,2500,1200,2100,1500,3506,1200,2700,1500,3000
Rubia_sikkimensis,Rubia,Rubiaceae,HC,500,1600,500,1500,500,1600,600,1000,,,,,,
Rubia_tibetica,Rubia,Rubiaceae,H,,,,,,,,,,,NA,NA,NA,NA
Rubia_wallichiana,Rubia,Rubiaceae,HC,800,3500,,,800,3500,1500,3200,,,,,,
Rubiteucris_palmata,Rubiteucris,Lamiaceae,H,2560,3050,2560,3050,2560,3050,2700,3000,,,,,,
Rubus_acuminatus,Rubus,Rosaceae,WC,914,3000,1500,2000,1700,3000,1000,2300,914,2134,,,,
Rubus_alceifolius,Rubus,Rosaceae,S,1200,2000,1200,2000,,,,,NA,NA,,,,
Rubus_alexeterius,Rubus,Rosaceae,S,2200,3550,,,2200,3550,2400,2500,,,,,,
Rubus_almorensis,Rubus,Rosaceae,S,2591,2591,,,,,,,2591,2591,,,,
Rubus_alpestris,Rubus,Rosaceae,S,2286,2896,,,,,,,2286,2896,,,,
Rubus_amabilis,Rubus,Rosaceae,S,3300,3800,,,,,3300,3800,,,,,,
Rubus_antennifer,Rubus,Rosaceae,S,1700,2200,,,,,,,,,,,1700,2200
Rubus_assamensis,Rubus,Rosaceae,S,1200,2000,1200,2000,,,,,,,,,,
Rubus_biflorus,Rubus,Rosaceae,S,1981,3500,3000,3500,2300,3500,2100,3300,1981,3500,2000,2700,2000,2700
Rubus_birmanicus,Rubus,Rosaceae,S,1000,1500,1000,1500,,,,,,,,,,
Rubus_burkillii,Rubus,Rosaceae,S,900,1500,900,1500,,,,,,,,,,
Rubus_calophyllus,Rubus,Rosaceae,S,2200,2900,,,2200,2900,,,,,,,,
Rubus_calycinus,Rubus,Rosaceae,H,1500,3000,1500,2000,1800,3000,2200,2800,2200,2800,,,,
Rubus_chambicus,Rubus,Rosaceae,S,,,,,,,,,,,NA,NA,,
Rubus_cooperi,Rubus,Rosaceae,H,2740,2740,,,2740,2740,,,,,,,,
Rubus_dasycoccus,Rubus,Rosaceae,S,400,2500,,,,,,,457,2286,400,2500,,
Rubus_diffissus,Rubus,Rosaceae,S,100,1500,,,100,1500,,,,,,,,
Rubus_duthieanus,Rubus,Rosaceae,WC,,,NA,NA,,,,,NA,NA,,,,
Rubus_efferatus,Rubus,Rosaceae,WC,1200,1600,,,1200,1600,1200,1600,,,,,,
Rubus_ellipticus,Rubus,Rosaceae,S,100,2500,600,1500,1200,2500,1700,2300,300,2300,400,2200,400,2000
Rubus_fairholmianus,Rubus,Rosaceae,S,100,1800,1500,1800,,,,,,,,,,
Rubus_ferox,Rubus,Rosaceae,S,,,,,,,NA,NA,,,,,,
Rubus_fockeanus,Rubus,Rosaceae,H,2400,3500,,,2400,3500,2400,3000,,,,,,
Rubus_foliolatus,Rubus,Rosaceae,H,1500,3800,,,,,2100,2900,1500,3800,2000,3000,,
Rubus_fragarioides,Rubus,Rosaceae,H,3000,4260,3000,4260,3000,4260,3200,4100,,,,,,
Rubus_gardenerianus,Rubus,Rosaceae,T,100,100,,,100,300,,,,,,,,
Rubus_ghanakantae,Rubus,Rosaceae,S,2000,2500,2000,2500,,,,,,,,,,
Rubus_glandulifer,Rubus,Rosaceae,S,,,,,NA,NA,,,NA,NA,,,,
Rubus_griffithii,Rubus,Rosaceae,WC,1400,2400,,,1400,2400,1400,2400,,,,,,
Rubus_hamiltonii,Rubus,Rosaceae,WC,150,1800,1500,1800,150,550,300,500,,,,,,
Rubus_hexagynus,Rubus,Rosaceae,S,1600,2000,1600,2000,,,,,,,,,,
Rubus_hibiscifolius,Rubus,Rosaceae,S,,,,,,,NA,NA,,,,,,
Rubus_hoffmeisterianus,Rubus,Rosaceae,S,2300,2300,,,,,2300,2300,,,,,,
Rubus_inopertus,Rubus,Rosaceae,S,1200,2740,,,1200,2740,,,,,,,,
Rubus_irritans,Rubus,Rosaceae,S,3960,5200,,,3960,5200,,,,,NA,NA,,
Rubus_kumaonensis,Rubus,Rosaceae,S,1800,3000,,,1800,2750,2500,3000,2134,2439,,,,
Rubus_kurzii,Rubus,Rosaceae,S,1500,2500,1500,2500,1500,2500,1500,2500,,,,,,
Rubus_lanatus,Rubus,Rosaceae,S,1829,2439,,,,,NA,NA,1829,2439,,,,
Rubus_lineatus,Rubus,Rosaceae,S,1000,3000,1000,1500,1800,2700,2100,3000,,,,,,
Rubus_lucens,Rubus,Rosaceae,S,100,1000,100,1000,,,,,,,,,,
Rubus_macilentus,Rubus,Rosaceae,S,1200,3500,1800,2200,1800,2800,2100,2800,1676,3500,1200,2500,1200,2500
Rubus_mesogaeus,Rubus,Rosaceae,WC,600,3600,1500,2000,600,3600,2200,2800,,,,,,
Rubus_niveus,Rubus,Rosaceae,S,100,3506,100,1100,1050,3000,2000,2900,300,3506,1500,3500,2000,3200
Rubus_paniculatus,Rubus,Rosaceae,WC,100,3100,100,600,610,3100,2100,2900,1219,2500,1500,2800,1060,2300
Rubus_parvifolius,Rubus,Rosaceae,S,2286,2286,,,,,,,2286,2286,,,,
Rubus_pectinarioides,Rubus,Rosaceae,S,2650,3650,,,2650,3650,,,,,,,,
Rubus_pectinaris,Rubus,Rosaceae,HC,2000,3500,2000,3500,,,,,,,,,,
Rubus_pedunculosus,Rubus,Rosaceae,S,1700,3660,,,2750,3660,2200,3200,2200,3200,,,1700,2000
Rubus_pentagonus,Rubus,Rosaceae,S,2000,3500,2000,3000,2100,3000,2100,3000,2500,3500,,,,
Rubus_phengodes,Rubus,Rosaceae,WC,1800,3000,,,1800,3000,,,,,,,,
Rubus_praestans,Rubus,Rosaceae,S,300,2000,300,800,300,2000,,,,,,,,
Rubus_preptanthus,Rubus,Rosaceae,WC,2550,2550,,,2550,2550,,,,,,,,
Rubus_pungens,Rubus,Rosaceae,H,2000,3800,,,2450,3000,2400,3800,,,,,2000,2800
Rubus_senchalensis,Rubus,Rosaceae,WC,2350,2840,,,2350,2840,,,,,,,,
Rubus_sengorensis,Rubus,Rosaceae,S,2700,3175,,,2700,3175,,,,,,,,
Rubus_sikkimensis,Rubus,Rosaceae,S,3500,3960,,,3500,3960,,,,,,,,
Rubus_splendidissimus,Rubus,Rosaceae,WC,2400,3000,,,2400,3000,2400,3000,,,,,,
Rubus_sumatranus,Rubus,Rosaceae,S,100,3000,1000,3000,700,3000,2100,2500,2100,2500,,,,
Rubus_thomsonii,Rubus,Rosaceae,WC,2000,3300,,,2000,3300,2600,2900,,,,,,
Rubus_tiliaceus,Rubus,Rosaceae,WC,2000,2400,,,2000,2400,,,,,,,,
Rubus_treutleri,Rubus,Rosaceae,S,2200,3700,,,2500,3700,2200,3000,,,,,,
Rubus_wardii,Rubus,Rosaceae,S,1800,3050,2000,3000,1800,3050,,,,,,,,
Ruellia_attenuata,Ruellia,Acanthaceae,S,1500,2500,,,,,,,1500,2500,,,,
Ruellia_beddomei,Ruellia,Acanthaceae,H,100,1000,,,,,100,1000,300,1000,,,,
Ruellia_patula,Ruellia,Acanthaceae,H,,,,,,,,,NA,NA,NA,NA,,
Ruellia_prostrata,Ruellia,Acanthaceae,H,100,800,,,,,NA,NA,,,,,400,800
Rumex_acetosa,Rumex,Polygonaceae,H,1000,4100,,,,,2100,4100,1000,3000,1500,4000,2100,3100
Rumex_angulatus,Rumex,Polygonaceae,H,,,,,,,,,,,NA,NA,,
Rumex_dentatus,Rumex,Polygonaceae,H,100,2700,,,100,300,1400,1400,1400,1400,400,1200,400,2700
Rumex_gangotrianus,Rumex,Polygonaceae,H,,,,,,,,,NA,NA,,,,
Rumex_hastatus,Rumex,Polygonaceae,H,100,2600,1000,1800,700,2500,1100,2600,300,2400,400,2600,400,2400
Rumex_maritimus,Rumex,Polygonaceae,H,100,,100,300,,,,,300,400,,,,
Rumex_nepalensis,Rumex,Polygonaceae,H,900,4200,,,900,4000,1200,4200,1000,3000,1000,4000,1600,2700
Rumex_trisetifer,Rumex,Polygonaceae,H,100,200,,,100,300,,,,,,,,
Rumex_vesicarius,Rumex,Polygonaceae,H,200,200,,,,,200,200,,,,,,
Rungia_himalayensis,Rungia,Acanthaceae,H,500,2000,500,1500,500,1500,1100,2000,,,,,400,500
Rungia_pectinata,Rungia,Acanthaceae,H,100,2000,100,2000,100,2000,100,2000,1500,1500,400,2000,400,1900
Rungia_repens,Rungia,Acanthaceae,H,100,1500,100,1500,,,,,300,1200,400,1000,,
Rungia_stolonifera,Rungia,Acanthaceae,H,,,NA,NA,,,,,,,,,,
Ruta_cordata,Ruta,Rutaceae,S,100,,,,,,100,300,,,,,,
Sabia_campanulata,Sabia,Sabiaceae,WC,100,3400,800,1200,1500,3050,1800,3400,1200,3000,2200,2500,2200,2500
Sabia_lanceolata,Sabia,Sabiaceae,WC,100,900,100,900,100,280,,,NA,NA,,,,
Sabia_limoniacea,Sabia,Sabiaceae,WC,100,1300,,,800,1300,,,,,,,,
Sabia_paniculata,Sabia,Sabiaceae,S,100,1800,100,1700,100,1700,100,1700,300,1800,,,,
Sabia_parviflora,Sabia,Sabiaceae,WC,100,2000,100,1100,100,2000,100,2000,300,2000,,,,
Sabia_purpurea,Sabia,Sabiaceae,WC,100,2500,2000,2500,100,2100,1600,2100,914,1524,,,,
Sabia_yunnanensis,Sabia,Sabiaceae,WC,1200,2500,,,1200,2500,1200,2500,,,,,,
Saccharum_arundinaceum,Saccharum,Poaceae,H,100,1930,100,1000,100,1930,100,250,300,250,400,1000,,
Saccharum_bengalense,Saccharum,Poaceae,H,100,1000,,,NA,NA,,,300,300,400,1000,400,1000
Saccharum_filifolium,Saccharum,Poaceae,H,100,2500,,,,,2100,2400,300,1500,1500,2500,,
Saccharum_longisetosum,Saccharum,Poaceae,H,200,3000,500,1200,200,2700,200,2100,300,2100,1500,3000,,
Saccharum_narenga,Saccharum,Poaceae,H,100,700,,,100,305,100,700,300,700,,,,
Saccharum_procerum,Saccharum,Poaceae,H,100,100,100,300,100,300,100,300,,,,,,
Saccharum_ravennae,Saccharum,Poaceae,H,100,1500,,,,,100,1500,300,1500,400,1300,400,1300
Saccharum_rufipilum,Saccharum,Poaceae,H,1220,3200,1220,3200,1220,3200,1400,3200,2100,2100,1800,2500,2400,2400
Saccharum_sikkimense,Saccharum,Poaceae,H,700,2900,,,1830,2900,700,1200,,,,,,
Saccharum_wardii,Saccharum,Poaceae,H,100,1200,100,1200,,,,,,,,,,
Saccharum_williamsii,Saccharum,Poaceae,H,2700,2900,,,,,2700,2900,,,,,,
Sacciolepis_indica,Sacciolepis,Poaceae,H,100,2100,100,1000,100,100,100,2100,300,2000,,,,
Sacciolepis_interrupta,Sacciolepis,Poaceae,H,100,2000,1500,2000,,,100,200,300,200,,,,
Sacciolepis_myosuroides,Sacciolepis,Poaceae,H,100,500,,,,,100,500,300,500,400,500,,
Saccolabiopsis_pusilla,Saccolabiopsis,Orchidaceae,H,200,1000,500,1000,200,500,,,,,,,,
Saccopetalum_longiflorum,Saccopetalum,Annonaceae,T,100,1500,1000,1200,100,1500,,,,,,,,
Sadiria_boweri,Sadiria,Primulaceae,S,1800,2000,1800,2000,,,,,,,,,,
Sadiria_eugeniifolia,Sadiria,Primulaceae,S,,,NA,NA,,,,,,,,,,
Sadiria_griffithii,Sadiria,Primulaceae,S,1000,1500,1000,1500,,,,,,,,,,
Sadiria_subsessilifolia,Sadiria,Primulaceae,S,1100,1600,1100,1600,,,,,,,,,,
Sageretia_filiformis,Sageretia,Rhamnaceae,S,100,2500,600,1800,1400,1700,800,1800,609,2500,400,1700,400,1700
Sageretia_hamosa,Sageretia,Rhamnaceae,S,100,1829,,,100,1600,100,1600,300,1829,,,,
Sageretia_kashmirensis,Sageretia,Rhamnaceae,S,,,,,,,,,,,,,NA,NA
Sageretia_kishtwarensis,Sageretia,Rhamnaceae,S,,,,,,,,,,,,,NA,NA
Sageretia_thea,Sageretia,Rhamnaceae,S,1219,2800,,,,,NA,NA,1219,2800,1219,2800,1500,2700
Sagina_japonica,Sagina,Caryophyllaceae,H,1600,4260,2700,3500,1600,4260,1600,3400,,,,,,
Sagina_purii,Sagina,Caryophyllaceae,H,,,,,,,,,NA,NA,,,,
Sagina_saginoides,Sagina,Caryophyllaceae,H,100,4000,600,2700,1400,3960,2000,3600,2000,4000,1500,3000,2400,3300
Sagittaria_guayanensis,Sagittaria,Alismataceae,H,100,1300,100,1000,,,100,1300,300,400,400,400,400,1300
Sagittaria_tengtsungensis,Sagittaria,Alismataceae,H,1830,2740,,,1830,2740,1830,2740,,,,,,
Sagittaria_trifolia,Sagittaria,Alismataceae,H,100,1600,100,1600,100,1600,600,600,600,600,400,1000,,
Salacia_chinensis,Salacia,Celastraceae,WC,100,700,100,500,100,700,,,,,,,,
Salacia_khasiana,Salacia,Celastraceae,WC,100,,100,300,,,,,,,,,,
Salacia_roxburghii,Salacia,Celastraceae,WC,100,300,100,300,,,,,,,,,,
Salix_acmophylla,Salix,Salicaceae,T,100,1800,,,,,,,300,1800,400,1800,1700,1700
Salix_anticecrenata,Salix,Salicaceae,S,3800,4200,,,,,3800,4200,,,,,,
Salix_araeostachya,Salix,Salicaceae,T,,,,,,,NA,NA,,,,,,
Salix_arbuscula,Salix,Salicaceae,S,3000,4000,,,,,,,3000,3500,3200,4000,,
Salix_bhutanensis,Salix,Salicaceae,S,2300,4600,2800,3000,2300,2300,2400,4600,,,,,,
Salix_bistyla,Salix,Salicaceae,S,,,,,,,NA,NA,,,,,,
Salix_calyculata,Salix,Salicaceae,S,3600,4570,,,3800,4570,3600,4500,3600,4500,,,,
Salix_daltoniana,Salix,Salicaceae,S,100,4400,100,3000,3000,3950,3400,4400,,,,,,
Salix_denticulata,Salix,Salicaceae,S,1600,4000,NA,NA,,,2400,3000,2134,4000,1600,3700,3000,3900
Salix_disperma,Salix,Salicaceae,S,1500,3500,1500,3200,2300,2700,2300,2700,1829,3500,1500,3000,1700,2600
Salix_eriostachya,Salix,Salicaceae,S,3200,4500,,,NA,NA,3200,4500,,,,,,
Salix_flabellaris,Salix,Salicaceae,S,3000,5000,,,NA,NA,NA,NA,3500,5000,3000,4500,3900,5000
Salix_fruticulosa,Salix,Salicaceae,S,3048,3963,,,NA,NA,2600,4500,3048,3963,3048,3963,,
Salix_karelinii,Salix,Salicaceae,S,2100,4500,,,,,2100,4400,3000,4500,3000,4500,3200,3200
Salix_lindleyana,Salix,Salicaceae,S,3000,5000,,,NA,NA,3800,5000,3000,4000,3000,4000,,
Salix_longiflora,Salix,Salicaceae,S,2500,3400,2500,3400,2500,3100,3000,3400,,,,,,
Salix_luctuosa,Salix,Salicaceae,S,,,,,,,NA,NA,,,,,,
Salix_myrtillacea,Salix,Salicaceae,S,2900,4000,,,3650,4000,2900,4000,,,,,,
Salix_obscura,Salix,Salicaceae,S,300,3600,,,2900,2900,2400,3600,,,NA,NA,,
Salix_oreophila,Salix,Salicaceae,S,4000,4700,,,4250,4700,4000,4000,,,,,,
Salix_ovatomicrophylla,Salix,Salicaceae,S,4000,4500,,,,,4000,4500,,,,,,
Salix_pseudocalyculata,Salix,Salicaceae,S,3800,3800,,,3800,3800,,,,,,,,
Salix_psilostigma,Salix,Salicaceae,S,4000,4000,,,NA,NA,4000,4000,,,,,,
Salix_pycnostachya,Salix,Salicaceae,S,2000,4000,,,2000,2000,4000,4000,2347,2347,2000,3500,,
Salix_radinostachya,Salix,Salicaceae,S,2745,2745,,,2745,2745,,,,,,,,
Salix_salwinensis,Salix,Salicaceae,S,2450,3800,,,2450,3400,2800,3800,,,,,,
Salix_sclerophylla,Salix,Salicaceae,S,3600,5500,,,,,3600,5500,3963,5000,,,,
Salix_sericocarpa,Salix,Salicaceae,S,2400,5100,,,,,2400,5100,2500,2500,2500,2500,2500,3000
Salix_serpyllum,Salix,Salicaceae,S,100,4700,100,4500,3200,3950,4700,4700,,,,,,
Salix_sikkimensis,Salix,Salicaceae,S,3350,4400,,,3350,4000,3800,4400,,,,,,
Salix_staintoniana,Salix,Salicaceae,T,3400,3700,,,,,3400,3700,,,,,,
Salix_tetrasperma,Salix,Salicaceae,T,100,3000,100,1800,100,1800,1400,1400,300,1200,700,3000,700,3000
Salix_thomsoniana,Salix,Salicaceae,S,2440,3400,,,2440,3050,3400,3400,,,,,,
Salix_turanica,Salix,Salicaceae,S,2900,2900,,,,,2900,2900,,,,,,
Salomonia_cantoniensis,Salomonia,Polygalaceae,H,100,2500,1400,2500,700,2500,700,1600,700,1600,,,,
Salomonia_ciliata,Salomonia,Polygalaceae,H,100,1250,,,800,1250,800,1000,800,1000,,,,
Salsola_collina,Salsola,Amaranthaceae,H,,,,,,,,,,,NA,NA,,
Salsola_nepalensis,Salsola,Amaranthaceae,H,2600,4700,,,,,2600,4700,,,,,,
Salvia_amplicalyx,Salvia,Lamiaceae,H,3050,4000,,,3050,4000,,,,,,,,
Salvia_asperata,Salvia,Lamiaceae,H,1700,2200,NA,NA,,,NA,NA,,,,,1700,2200
Salvia_campanulata,Salvia,Lamiaceae,H,800,4270,800,4270,800,4270,2400,3800,2400,3800,,,,
Salvia_castanea,Salvia,Lamiaceae,H,1800,4100,2590,3960,2590,3960,1800,4100,,,,,,
Salvia_hians,Salvia,Lamiaceae,H,2300,4100,,,,,2600,4100,2700,3500,2400,4000,2300,3800
Salvia_moorcroftiana,Salvia,Lamiaceae,H,1200,3000,,,,,2000,3000,2000,3000,1200,3000,1700,2300
Salvia_mukerjeei,Salvia,Lamiaceae,H,800,3000,,,,,1500,3000,800,2700,1500,3000,1500,3000
Salvia_nubicola,Salvia,Lamiaceae,H,1700,4300,2440,2600,2440,2600,2100,3600,2000,3000,1800,4300,1700,2500
Salvia_plebeia,Salvia,Lamiaceae,H,100,1525,1525,1525,1525,1525,100,1100,600,600,400,1500,400,1500
Salvia_plectranthoides,Salvia,Lamiaceae,H,800,2500,800,2500,800,2500,,,,,,,,
Salvia_roborowskii,Salvia,Lamiaceae,H,3000,5000,3840,4270,3840,4270,3000,5000,,,,,,
Salvia_santolinifolia,Salvia,Lamiaceae,H,,,,,,,,,,,NA,NA,,
Salvia_saxicola,Salvia,Lamiaceae,H,1600,2000,,,,,1600,2000,,,,,,
Salvia_sikkimensis,Salvia,Lamiaceae,H,3050,4270,3050,4270,3050,4270,3100,3300,,,,,,
Salvia_wardii,Salvia,Lamiaceae,H,3050,4370,3050,4370,3050,4370,,,,,,,,
Sambucus_adnata,Sambucus,Adoxaceae,S,305,3962,305,3962,305,3962,2000,3700,,,,,,
Sambucus_javanica,Sambucus,Adoxaceae,S,100,2600,100,1100,100,2600,1400,2400,,,,,,
Sambucus_wightiana,Sambucus,Adoxaceae,H,2200,3000,,,,,,,,,NA,NA,2200,3000
Samolus_valerandi,Samolus,Primulaceae,H,600,1300,,,,,,,NA,NA,600,1300,,
Sanguisorba_diandra,Sanguisorba,Rosaceae,H,3000,4400,,,3000,4120,3000,4400,3800,3800,,,,
Sanguisorba_filiformis,Sanguisorba,Rosaceae,H,2750,4050,2750,4050,2750,4050,,,,,,,,
Sanicula_elata,Sanicula,Apiaceae,H,100,3500,100,1600,800,3500,1600,3500,2000,3500,1800,3500,2500,2500
Sapindus_detergens,Sapindus,Sapindaceae,T,800,900,,,800,900,,,,,,,,
Sapindus_mukorossi,Sapindus,Sapindaceae,T,100,2200,100,1000,100,1000,1000,1200,300,1800,400,2200,400,2200
Sapindus_rarak,Sapindus,Sapindaceae,T,100,1400,100,1000,100,1400,,,,,,,,
Sapria_himalayana,Sapria,Rafflesiaceae,E,1000,1600,1000,1600,,,,,,,,,,
Saprosma_ternatum,Saprosma,Rubiaceae,T,100,1500,1200,1500,1200,1500,,,,,,,,
Saraca_asoca,Saraca,Fabaceae,T,100,1400,NA,NA,,,100,1400,300,1400,400,1000,,
Sarcandra_glabra,Sarcandra,Chloranthaceae,S,100,1000,100,1000,,,,,,,,,,
Sarcochlamys_pulcherrima,Sarcochlamys,Urticaceae,H,300,1400,300,1400,300,1400,,,,,,,,
Sarcococca_pruniformis,Sarcococca,Buxaceae,S,600,3500,,,2130,2900,600,3500,1000,2800,1200,2700,1800,3000
Sarcococca_wallichii,Sarcococca,Buxaceae,S,1500,2900,1500,2000,1500,2300,2100,2900,,,,,,
Sarcoglyphis_arunachalensis,Sarcoglyphis,Orchidaceae,E,200,1100,200,1100,,,,,,,,,,
Sarcopyramis_napalensis,Sarcopyramis,Melastomataceae,H,450,3350,450,2500,760,3350,1600,3000,,,,,,
Sarcosperma_arboreum,Sarcosperma,Sapotaceae,T,100,2500,100,1000,100,2500,,,,,,,,
Sarcosperma_griffithii,Sarcosperma,Sapotaceae,T,100,1700,1100,1700,,,,,,,,,,
Sarcostemma_acidum,Sarcostemma,Apocynaceae,WC,,,,,,,NA,NA,,,,,,
Sarcostemma_secamone,Sarcostemma,Apocynaceae,WC,,,NA,NA,,,,,,,,,,
Satyrium_nepalense,Satyrium,Orchidaceae,H,100,4600,2000,3000,1700,3720,600,4600,1800,4000,1500,3000,2000,2000
Saurauia_armata,Saurauia,Actinidiaceae,S,400,1200,400,1050,900,1200,,,,,,,,
Saurauia_fasciculata,Saurauia,Actinidiaceae,S,100,1800,100,1200,600,1800,600,1800,,,,,,
Saurauia_griffithii,Saurauia,Actinidiaceae,T,300,1500,1200,1500,600,1500,300,1100,,,,,,
Saurauia_macrotricha,Saurauia,Actinidiaceae,T,300,1500,300,1500,450,1500,,,,,,,,
Saurauia_napaulensis,Saurauia,Actinidiaceae,T,100,2300,1500,2000,1300,2300,750,2100,300,2000,400,2000,,
Saurauia_punduana,Saurauia,Actinidiaceae,S,100,2400,800,2400,100,1800,,,,,,,,
Saurauia_roxburghii,Saurauia,Actinidiaceae,T,100,1650,100,1500,100,1650,100,500,,,,,,
Sauromatum_brevipes,Sauromatum,Araceae,H,1500,2800,1500,2740,1500,2740,2400,2800,2400,2800,,,1500,2740
Sauromatum_diversifolium,Sauromatum,Araceae,H,2290,4300,,,2290,3660,2400,4300,2400,4300,2400,4300,,
Sauromatum_venosum,Sauromatum,Araceae,H,100,2500,1850,1850,1850,1850,900,2500,300,1800,400,1500,1300,2000
Sauropus_androgynus,Sauropus,Phyllanthaceae,S,100,1000,100,1000,100,1000,100,900,,,,,,
Sauropus_compressus,Sauropus,Phyllanthaceae,S,100,2100,100,2100,100,2100,100,2100,,,,,,
Sauropus_macranthus,Sauropus,Phyllanthaceae,S,200,800,200,800,200,200,,,,,,,,
Sauropus_repandus,Sauropus,Phyllanthaceae,S,220,1200,220,1200,220,1200,,,,,,,,
Sauropus_stipitatus,Sauropus,Phyllanthaceae,S,100,1400,600,1400,600,1400,,,,,,,,
Sauropus_trinervis,Sauropus,Phyllanthaceae,S,100,1200,100,1200,100,1200,,,,,,,,
Saussurea_albescens,Saussurea,Asteraceae,H,1700,3600,,,,,1700,2600,1981,3500,2400,3600,1900,1900
Saussurea_amurensis,Saussurea,Asteraceae,H,2134,3048,,,,,,,2134,3048,,,,
Saussurea_andersonii,Saussurea,Asteraceae,H,3350,4265,3350,4265,3350,4265,,,,,,,,
Saussurea_andryaloides,Saussurea,Asteraceae,H,,,,,,,,,NA,NA,,,,
Saussurea_atkinsonii,Saussurea,Asteraceae,H,3000,4500,,,,,,,3000,4500,3300,3900,3300,3900
Saussurea_auriculata,Saussurea,Asteraceae,H,1829,4550,,,3050,4550,3100,3800,1829,4000,3000,3600,,
Saussurea_bracteata,Saussurea,Asteraceae,H,4500,5500,,,,,,,4500,5500,4500,5500,,
Saussurea_candicans,Saussurea,Asteraceae,H,1219,2134,,,NA,NA,NA,NA,1219,2134,,,,
Saussurea_candolleana,Saussurea,Asteraceae,H,2000,4400,,,3550,3650,2400,4400,2000,3810,2000,3810,3100,3600
Saussurea_chrysotricha,Saussurea,Asteraceae,H,4300,4500,,,,,4300,4500,,,,,,
Saussurea_clarkei,Saussurea,Asteraceae,H,,,,,,,,,NA,NA,,,,
Saussurea_cochlearifolia,Saussurea,Asteraceae,H,,,,,NA,NA,,,,,,,,
Saussurea_columnaris,Saussurea,Asteraceae,H,4730,4730,,,4730,4730,,,,,,,,
Saussurea_costus,Saussurea,Asteraceae,H,2500,3800,,,,,,,3500,3800,2500,3500,3300,3700
Saussurea_dhwojii,Saussurea,Asteraceae,H,4500,4500,,,,,4500,4500,,,,,,
Saussurea_donkiah,Saussurea,Asteraceae,H,4550,5200,4550,5200,4550,5200,4550,5200,,,,,,
Saussurea_fastuosa,Saussurea,Asteraceae,H,2900,3800,,,NA,NA,2900,3800,3000,3500,3000,3600,,
Saussurea_fibrosa,Saussurea,Asteraceae,H,,,,,NA,NA,,,,,,,,
Saussurea_foliosa,Saussurea,Asteraceae,H,,,,,,,,,,,NA,NA,,
Saussurea_glacialis,Saussurea,Asteraceae,H,4800,4800,,,,,,,4800,4800,,,,
Saussurea_glanduligera,Saussurea,Asteraceae,H,,,,,,,,,,,NA,NA,,
Saussurea_gnaphalodes,Saussurea,Asteraceae,H,3500,5300,,,,,4900,5300,3500,5182,3500,5182,,
Saussurea_gossypiphora,Saussurea,Asteraceae,H,3500,5700,3500,4500,3950,5000,3500,5700,3658,5000,3800,4200,,
Saussurea_graminifolia,Saussurea,Asteraceae,H,3500,5600,,,4730,4730,3600,5600,3500,4268,3800,4500,,
Saussurea_hieracioides,Saussurea,Asteraceae,H,3650,5000,,,3650,4570,3700,5000,,,,,,
